,trace_id,AMOUNT_REQ,prefix_1,lifecycle:transition_1,org:resource_1,start:timestamp_1,time:timestamp_1,prefix_2,lifecycle:transition_2,org:resource_2,start:timestamp_2,time:timestamp_2,prefix_3,lifecycle:transition_3,org:resource_3,start:timestamp_3,time:timestamp_3,label
0,173712,0.29930229531827146,1,1,16,0.26311543801000425,0.2631084853106813,3,1,32,0.2500020875283582,0.25001752901408736,3,1,39,0.24454318297856048,0.2546337765860187,0
1,528_CF,0.06906976,3,1,24,0.26311543801000425,0.26311251081942544,3,1,34,0.2500023761774628,0.2500103128741813,3,1,41,0.24453359269296016,0.2429558213010523,0
2,523_CF,0.04904954000000001,1,1,53,0.26311543801000425,0.2631125867724222,3,1,34,0.25001370565472314,0.2500215700524393,3,1,53,0.24454649726843058,0.24296864251640216,0
3,1398_CF,0.0,1,1,19,0.26311543801000425,0.2631125867724222,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
4,1399_CF,0.0,1,1,6,0.26311543801000425,0.263112662725419,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
5,1652_CF,0.02902932,1,1,42,0.26311543801000425,0.263112662725419,1,1,41,0.2500027369888471,0.2500107458425873,0,0,0,0.0,0.0,0
6,1654_CF,0.0,1,1,34,0.26311543801000425,0.263112662725419,1,1,41,0.25002279810145467,0.25003080671152134,0,0,0,0.0,0.0,0
7,1731_CF,0.12913042,1,1,28,0.26311543801000425,0.263112662725419,1,1,28,0.2500132005187936,0.25002120924544613,1,1,28,0.24450764250842383,0.24293024893164272,0
8,1749_CF,0.0,1,1,24,0.26312774272017236,0.2631249671106417,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
9,173706,0.17918097278251033,1,1,16,0.26314787079545,0.2631376512608483,3,1,16,0.25005938437516306,0.2500593104641382,3,1,16,0.2445931088770692,0.24302329031954173,0
10,173718,0.14915064214857005,3,1,53,0.2632529925168683,0.2632647965748873,4,1,53,0.2501016714686557,0.2500986384266213,4,1,53,0.2784284121224374,0.2766297975933014,0
11,173721,0.08908998088068949,3,1,24,0.2633912306187227,0.26342931076257514,4,1,24,0.25025783063300366,0.25026107373589923,4,1,24,0.2785438481335376,0.27678449291293816,0
12,173694,0.06906976045806264,3,1,16,0.26364165425709984,0.2636472199059199,3,1,53,0.285004543621568,0.2974267022551942,3,1,42,0.29084444715444135,0.30157357715074795,0
13,173703,0.1341354768315999,3,1,16,0.2636624659273821,0.2636591445261729,3,1,16,0.25054994352454685,0.25091211387815804,0,0,0,0.0,0.0,0
14,173724,0.14915064214857005,1,1,16,0.2636743908625334,0.2636951462459223,1,1,24,0.2850935197073454,0.285160563321341,3,1,16,0.27890743278427976,0.2771095072190235,0
15,173730,0.14915064214857005,3,1,16,0.26426858683554144,0.26426570514618675,3,1,43,0.25112659226867606,0.2514798797658955,3,1,43,0.24598228995145632,0.24479878343116468,0
16,173739,0.09910009109200292,3,1,27,0.2645626086444963,0.26455326318617267,3,1,53,0.29743067098910103,0.2974953277456933,3,1,27,0.29258557760661574,0.2908153163680396,0
17,173751,0.09910009109200292,3,1,27,0.26457050796460635,0.26458326461929005,3,1,53,0.2974992973131805,0.29785093912022376,4,1,13,0.3051552687584689,0.30317622906963493,0
18,173736,0.14915064214857005,3,1,32,0.2645616212294897,0.2646110634155434,3,1,43,0.25148329039684825,0.2516089043474068,3,1,43,0.24651426873445814,0.2450794489431587,0
19,173754,0.19920119320513718,3,1,27,0.26459891513498235,0.2646317985832525,3,1,24,0.2852287518117862,0.28533721442623516,3,1,39,0.3096928136617123,0.3191310755628223,0
20,173760,0.3193225157408983,3,1,32,0.26466864182592076,0.2647094984973819,4,1,53,0.2978549130072281,0.2978599592951099,4,1,34,0.3191917799879036,0.33107435293813126,0
21,173766,0.01901920940149551,3,1,32,0.2648131841928745,0.2649108498877695,3,1,43,0.25214862657767867,0.2522631195912197,3,1,39,0.25629798192250064,0.2660983251936102,0
22,173964,0.5996056016576742,1,1,12,0.2760113059486855,0.27600059481706296,3,1,53,0.298164561331717,0.29821268421368075,0,0,0,0.0,0.0,0
23,173961,0.2492517442617043,1,1,12,0.27601616706874665,0.27602231737371596,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
24,1738_CF,0.11912031,1,1,28,0.2760350039090014,0.27603165959212106,1,1,28,0.2622318613440626,0.2622393608489233,0,0,0,0.0,0.0,0
25,173856,0.11912031151462976,1,1,28,0.276047232664169,0.27603325460502504,1,1,28,0.26224290217221835,0.26225285503053897,0,0,0,0.0,0.0,0
26,173949,0.49950449954453996,1,1,12,0.27603789019904923,0.2760352293828987,3,1,53,0.2982880309852334,0.2984174782641986,3,1,37,0.3014861383187366,0.3054879012035485,0
27,173934,0.14915064214857005,1,1,12,0.27605080254922143,0.27605831909345113,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
28,173925,0.04904954003543579,1,1,12,0.2760738928695332,0.27607662376530584,3,1,53,0.2984711066783774,0.2985091954023886,3,1,53,0.46219746459252065,0.4592525967864418,0
29,173919,0.03903942982412236,1,1,12,0.27609219802477014,0.2760815607099971,3,1,39,0.2741647595580332,0.2741700214385645,3,1,42,0.26809593715161384,0.2672893670568186,0
30,173904,0.04904954003543579,1,1,12,0.276097135099846,0.2761082202113272,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
31,173901,0.05655712269392085,1,1,12,0.27612379530519604,0.27612143603249706,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
32,173898,0.06906976045806264,1,1,12,0.2761370114753845,0.2761354873366173,3,1,53,0.29857509251748127,0.2985776765700905,3,1,42,0.303542972510499,0.30228392853021546,0
33,173859,0.04904954003543579,1,1,28,0.2762055228863005,0.2761990599936439,3,1,53,0.29858165928455094,0.2986291998090138,4,1,53,0.46227397532682346,0.4592850351618978,0
34,173862,0.09910009109200292,1,1,28,0.2762146374864187,0.27620528813925205,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
35,173880,0.49950449954453996,1,1,28,0.2762208657965033,0.27621235176781056,3,1,39,0.27424738536356585,0.27424405903398963,3,1,42,0.26903585565621313,0.26756926189467833,0
36,173889,0.07407481556371935,1,1,28,0.2762279296116077,0.27622465615303327,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
37,173988,0.09910009109200292,1,1,28,0.2762402343217616,0.276231643828595,3,1,28,0.26243413220250034,0.26245144320073166,3,1,53,0.29209238306680163,0.2903585167828595,0
38,985_CF,0.49950451,1,1,28,0.2764145510491147,0.2764111207563502,3,1,39,0.5819400400342971,0.5819433675365957,3,1,42,0.569534832101624,0.5658570789986328,0
39,173916,0.024024264507152223,2,1,3,0.27647607459994106,0.2764613256862134,2,1,2,0.26267262852327633,0.26267297869583217,2,1,2,0.25685725070935916,0.25527014324740094,0
40,174006,0.07407481556371935,1,1,28,0.2767851354991109,0.27678177137313753,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
41,174015,0.07407481556371935,1,1,28,0.27679797189428257,0.27679149335652653,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
42,5_CF,0.04904954000000001,1,1,28,0.27680754222440385,0.27680410155373636,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
43,8_CF,0.04904954000000001,1,1,38,0.27680754222440385,0.27680410155373636,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
44,787_CF,0.04904954000000001,1,1,28,0.27681969502457093,0.2768162540329797,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
45,174045,0.2492517442617043,3,1,8,0.2768221255846015,0.2768214947896439,4,1,8,0.26318288797388334,0.26320062284570156,5,1,8,0.2756261447764814,0.2738377852820548,0
46,174021,0.04904954003543579,1,1,28,0.276831847824738,0.2768241531444744,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
47,174024,0.04904954003543579,1,1,28,0.27683974714484805,0.27683144463202325,3,1,53,0.29918103914549476,0.2991778429260137,3,1,39,0.32133859362387795,0.3198110203441473,0
48,174027,0.09910009109200292,1,1,28,0.2768470388249398,0.27683957160250827,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
49,174048,0.09910009109200292,3,1,7,0.2768692176852454,0.2768596231932605,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
50,174051,0.10410514619765963,1,1,28,0.2770613078828319,0.27706781035321626,1,1,28,0.263217020730238,0.26330359716214957,0,0,0,0.0,0.0,0
51,174087,0.14915064214857005,3,1,10,0.2772420048302564,0.2772498696828052,4,1,10,0.26367366361009204,0.26367652727246593,4,1,11,0.2769221026336055,0.28799373819408913,0
52,174069,0.4358401986005866,1,1,28,0.2773115036561933,0.27730615085228294,3,1,39,0.2742986927414961,0.27430330354260946,3,1,53,0.3182701253360136,0.3166495048101723,0
53,173997,0.49950449954453996,3,1,43,0.2773115036561933,0.277315569023699,3,1,53,0.2991818329305289,0.30431991989973994,3,1,26,0.29753367135326414,0.3011853675646279,0
54,1602_CF,0.05905965,1,1,28,0.2773217575813334,0.27731815142553273,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
55,174075,0.05905965024674921,1,1,28,0.27733375847149944,0.27732559481906094,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
56,915_CF,0.07407481,3,1,43,0.2773323153264755,0.27732848103288177,3,1,53,4.081143553932861,4.081105244060325,4,1,53,3.9882494463792852,3.962489741552048,0
57,174084,0.08308391475390144,3,1,8,0.2772031158697388,0.2773362282383971,3,1,8,0.2820584465588496,0.2823272181489216,3,1,8,0.2760417708299059,0.27451948159553297,0
58,174012,0.07407481556371935,3,1,43,0.27734408835164004,0.27734534259782606,3,1,53,0.30432397236360487,0.30441077110114634,4,1,53,0.46918934692186554,0.46615755689650484,0
59,174072,0.09910009109200292,1,1,28,0.2773412020615922,0.2773524062263846,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
60,174030,0.2492517442617043,3,1,43,0.27736095036186725,0.27735962176093665,3,1,34,0.26350668010439904,0.26428614677165285,3,1,53,0.3026579865976231,0.3014583263351511,0
61,459_CF,0.09910009,1,1,28,0.27736801417695744,0.27736440679963437,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
62,174039,0.25926185447301775,3,1,12,0.27736869777196205,0.27737078685123606,3,1,53,0.3044148246685552,0.3095133036281936,3,1,37,0.3159485005384397,0.319795887106352,0
63,981_CF,0.43584019,1,1,28,0.2773800150671235,0.27737640737288416,3,1,39,0.5819507922133624,0.5819541195850491,3,1,53,1.9246642576883204,1.9122334309720088,0
64,174105,0.04904954003543579,3,1,6,0.2774175368376177,0.2774538034750407,4,1,5,0.26388141880147487,0.2638790843195977,5,1,5,0.27695623276761694,0.27518828663237116,0
65,174111,0.024024264507152223,1,1,28,0.2776154755702862,0.2776067728074594,3,1,42,0.2640820299275788,0.26411000079657754,3,1,53,0.30255094208641253,0.30069430801054864,0
66,174117,0.07407481556371935,1,1,28,0.27764555375068767,0.2776381413944904,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
67,174120,0.19920119320513718,1,1,28,0.27776267636227203,0.27776361574262864,1,1,28,0.26387918177093184,0.263932628077697,3,1,42,0.2580911537773716,0.25641578539723753,0
68,174123,0.024024264507152223,1,1,28,0.27797360340011323,0.27796891668876356,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
69,6_CF,0.04904954000000001,1,1,28,0.2779845409202579,0.2779807653560198,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
70,788_CF,0.04904954000000001,1,1,28,0.27799638990042297,0.277992614023276,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
71,174126,0.04904954003543579,1,1,28,0.2780082388805738,0.27800263981865214,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
72,174129,0.03903942982412236,1,1,28,0.2780487988511311,0.278036894619504,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
73,174036,0.14915064214857005,3,1,43,0.27737522990204866,0.2780447937310129,3,1,42,0.2641590992378866,0.2649412279522636,3,1,34,0.25958716781255475,0.25867126837974297,0
74,3_CF,0.03903943,1,1,28,0.27805252064617036,0.2780487432867602,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
75,785_CF,0.03903943,1,1,28,0.2780643696263354,0.27806059195403066,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0
