,trace_id,AMOUNT_REQ,prefix_1,lifecycle:transition_1,org:resource_1,start:timestamp_1,time:timestamp_1,prefix_2,lifecycle:transition_2,org:resource_2,start:timestamp_2,time:timestamp_2,prefix_3,lifecycle:transition_3,org:resource_3,start:timestamp_3,time:timestamp_3,label
0,196611,2500.0,W_Completeren aanvraag,complete,10861.0,1325254487.813,1325254597.14,W_Completeren aanvraag,complete,NOT_SET,1325254487.813,1325273465.999,W_Completeren aanvraag,complete,NOT_SET,1325254487.813,1325274384.675,true
1,196614,6500.0,W_Afhandelen leads,complete,11003.0,1325238709.73,1325238920.278,W_Completeren aanvraag,complete,11003.0,1325248722.036,1325249531.635,W_Nabellen offertes,complete,11003.0,1325249541.061,1325249581.752,true
2,196617,7500.0,W_Afhandelen leads,complete,11003.0,1325238926.729,1325239279.643,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true
3,196620,10000.0,W_Afhandelen leads,complete,11003.0,1325239288.498,1325239337.697,W_Completeren aanvraag,complete,10909.0,1325251109.154,1325251214.295,W_Completeren aanvraag,complete,NOT_SET,1325251109.154,1325272894.186,true
4,196623,23500.0,W_Afhandelen leads,complete,11003.0,1325239345.019,1325239396.237,W_Completeren aanvraag,complete,10909.0,1325251221.426,1325251323.339,W_Completeren aanvraag,complete,NOT_SET,1325251221.426,1325269725.661,true
5,196639,15000.0,W_Completeren aanvraag,complete,11003.0,1325247534.704,1325247639.641,W_Completeren aanvraag,complete,11003.0,1325247534.704,1325254613.604,W_Nabellen offertes,complete,11259.0,1325766474.883,1325766485.24,true
6,196642,5000.0,W_Afhandelen leads,complete,11003.0,1325239649.542,1325239762.888,W_Completeren aanvraag,complete,11003.0,1325239812.409,1325239835.97,0,0,0,1317469494.041,1317469616.631,true
7,196648,3000.0,W_Completeren aanvraag,complete,10909.0,1325252185.18,1325252304.017,W_Completeren aanvraag,complete,NOT_SET,1325252185.18,1325272987.338,W_Completeren aanvraag,complete,10939.0,1325252185.18,1325343789.918,true
8,196651,44000.0,W_Completeren aanvraag,complete,10909.0,1325251698.42,1325252128.607,W_Nabellen offertes,complete,10909.0,1325252139.062,1325252147.21,W_Nabellen offertes,complete,10909.0,1325252139.062,1325957828.912,true
9,196654,25000.0,W_Completeren aanvraag,complete,10909.0,1325252927.319,1325253375.366,W_Nabellen offertes,complete,10909.0,1325253389.707,1325253444.815,W_Nabellen offertes,complete,10909.0,1325253389.707,1325253571.32,true
10,196660,10000.0,W_Completeren aanvraag,complete,11019.0,1325262297.718,1325262543.391,W_Completeren aanvraag,complete,11019.0,1325262297.718,1325263010.593,W_Nabellen offertes,complete,10939.0,1326394288.534,1326396908.685,true
11,196663,2500.0,W_Afhandelen leads,complete,10861.0,1325245014.125,1325254201.277,W_Afhandelen leads,complete,10861.0,1325245014.125,1325254281.845,0,0,0,1317469494.041,1317469616.631,true
12,196669,6000.0,W_Completeren aanvraag,complete,10861.0,1325246822.481,1325247436.46,W_Nabellen offertes,complete,10861.0,1325247456.521,1325247490.315,W_Nabellen offertes,complete,10913.0,1325247456.521,1325269585.467,true
13,196672,9500.0,W_Completeren aanvraag,complete,10861.0,1325254758.916,1325255223.281,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true
14,196675,50000.0,W_Afhandelen leads,complete,10861.0,1325254019.875,1325254127.107,W_Afhandelen leads,complete,10861.0,1325254019.875,1325254143.994,W_Completeren aanvraag,complete,10861.0,1325259923.871,1325260560.709,true
15,196678,25000.0,W_Completeren aanvraag,complete,10861.0,1325255369.309,1325255967.635,W_Nabellen offertes,complete,10861.0,1325255998.932,1325256090.353,W_Nabellen offertes,complete,10909.0,1325255998.932,1325958015.117,true
16,196681,10000.0,W_Completeren aanvraag,complete,11003.0,1325256043.204,1325256246.737,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true
17,196684,26749.999999999996,W_Afhandelen leads,complete,10861.0,1325254006.339,1325254201.27,W_Afhandelen leads,complete,10861.0,1325254006.339,1325254346.089,0,0,0,1317469494.041,1317469616.631,true
18,196687,15000.0,W_Afhandelen leads,complete,10935.0,1325254002.035,1325254171.554,W_Completeren aanvraag,complete,10861.0,1325262191.796,1325262589.721,W_Completeren aanvraag,complete,10982.0,1325262191.796,1325513063.378,true
19,196693,7000.0,W_Completeren aanvraag,complete,11003.0,1325250354.309,1325251190.328,W_Nabellen offertes,complete,11003.0,1325251200.949,1325251276.21,W_Nabellen offertes,complete,10909.0,1325251200.949,1325957728.635,true
20,196702,15000.0,W_Completeren aanvraag,complete,10909.0,1325250214.145,1325250781.69,W_Nabellen offertes,complete,10909.0,1325250805.592,1325250819.895,W_Nabellen offertes,complete,10889.0,1325250805.592,1326206755.888,true
21,196708,5000.0,W_Completeren aanvraag,complete,11019.0,1325251645.492,1325252886.883,W_Completeren aanvraag,complete,11019.0,1325251645.492,1325253357.712,W_Nabellen offertes,complete,11119.0,1326392504.001,1326392620.292,true
22,196717,10000.0,W_Afhandelen leads,complete,11003.0,1325255702.382,1325255740.23,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true
